k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision Accuracy(\%),Overall Accuracy(\%),
4,0.970,Common Loon,16-23,0,2,0,2,0.000,0.000,
4,0.970,Common Loon,23-5,0,2,0,2,0.000,0.000,
4,0.970,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
4,0.970,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
4,0.970,Cw,16-23,16,14,0,30,53.333,53.333,
4,0.970,Cw,23-5,22,8,0,30,73.333,73.333,
4,0.970,Cliff Sparrow,16-23,10,18,0,28,35.714,35.714,
4,0.970,Cliff Sparrow,23-5,1,28,0,29,3.448,3.448,
4,0.970,Pig,16-23,19,18,0,37,51.351,51.351,
4,0.970,Pig,23-5,9,25,0,34,26.471,26.471,
4,0.970,Barn Owl,16-23,0,0,0,0,NaN,NaN,
4,0.970,Barn Owl,23-5,0,2,0,2,0.000,0.000,
4,0.970,Wild Pig,16-23,5,12,0,17,29.412,29.412,
4,0.970,Wild Pig,23-5,4,6,0,10,40.000,40.000,
4,0.970,Pennington Creek Water,16-23,0,340,5,345,0.000,0.000,
4,0.970,Pennington Creek Water,23-5,0,435,30,465,0.000,0.000,
4,0.970,Guinni,16-23,0,0,0,0,NaN,NaN,
4,0.970,Guinni,23-5,0,2,0,2,0.000,0.000,
4,0.970,Racoon,16-23,0,2,0,2,0.000,0.000,
4,0.970,Racoon,23-5,0,3,0,3,0.000,0.000,
4,0.970,Hu,16-23,20,9,0,29,68.966,68.966,
4,0.970,Hu,23-5,20,11,0,31,64.516,64.516,
4,0.970,Cw and Dg,16-23,8,22,0,30,26.667,26.667,
4,0.970,Cw and Dg,23-5,17,13,0,30,56.667,56.667,
4,0.970,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
4,0.970,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
4,0.970,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
4,0.970,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
4,0.970,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
4,0.970,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
4,0.970,Dg,16-23,9,21,0,30,30.000,30.000,
4,0.970,Dg,23-5,29,1,0,30,96.667,96.667,
4,0.970,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
4,0.970,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
4,0.970,White Crowned Sparrow,16-23,6,9,0,15,40.000,40.000,
4,0.970,White Crowned Sparrow,23-5,5,10,0,15,33.333,33.333,
4,0.970,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
4,0.970,Eared Grebe,23-5,4,0,0,4,100.000,100.000,
4,0.970,cougar,16-23,0,1,0,1,0.000,0.000,
4,0.970,cougar,23-5,0,1,0,1,0.000,0.000,
4,0.970,Ocean Water,16-23,0,0,0,0,NaN,NaN,
4,0.970,Ocean Water,23-5,0,10,0,10,0.000,0.000,
4,0.970,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
4,0.970,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
4,0.970,Dog,16-23,77,61,0,138,55.797,55.797,
4,0.970,Dog,23-5,123,66,0,189,65.079,65.079,
4,0.970,Human,16-23,1709,166,1,1876,91.147,91.098,
4,0.970,Human,23-5,2166,153,8,2327,93.402,93.081,
4,0.970,Wild Turkey,16-23,11,35,0,46,23.913,23.913,
4,0.970,Wild Turkey,23-5,6,33,0,39,15.385,15.385,
4,0.970,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
4,0.970,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
4,0.970,Seagull,16-23,0,0,0,0,NaN,NaN,
4,0.970,Seagull,23-5,23,44,0,67,34.328,34.328,
4,0.970,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
4,0.970,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
4,0.970,Pigeon,16-23,92,146,2,240,38.655,38.333,
4,0.970,Pigeon,23-5,121,168,2,291,41.869,41.581,
4,0.970,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
4,0.970,Pacific Ocean Water,23-5,0,49,1,50,0.000,0.000,
4,0.970,Cat,16-23,28,25,0,53,52.830,52.830,
4,0.970,Cat,23-5,29,34,0,63,46.032,46.032,
4,0.970,Horse,16-23,16,30,0,46,34.783,34.783,
4,0.970,Horse,23-5,40,47,0,87,45.977,45.977,
4,0.970,orangutan,16-23,0,1,0,1,0.000,0.000,
4,0.970,orangutan,23-5,0,1,0,1,0.000,0.000,
4,0.970,Bat,16-23,36,1,0,37,97.297,97.297,
4,0.970,Bat,23-5,37,1,0,38,97.368,97.368,
4,0.970,Deer,16-23,15,6,0,21,71.429,71.429,
4,0.970,Deer,23-5,17,5,0,22,77.273,77.273,
4,0.970,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
4,0.970,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
4,0.970,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
4,0.970,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
4,0.970,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
4,0.970,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
4,0.970,Human UTI,16-23,83,56,0,139,59.712,59.712,
4,0.970,Human UTI,23-5,110,28,3,141,79.710,78.014,
4,0.970,unknown,16-23,0,11,0,11,0.000,0.000,
4,0.970,unknown,23-5,2,9,0,11,18.182,18.182,
4,0.970,SLO Creek Water,16-23,0,852,24,876,0.000,0.000,
4,0.970,SLO Creek Water,23-5,0,1328,4,1332,0.000,0.000,
4,0.970,Pig/Swine,16-23,13,13,0,26,50.000,50.000,
4,0.970,Pig/Swine,23-5,12,12,1,25,50.000,48.000,
4,0.970,Klebsiella,16-23,0,0,0,0,NaN,NaN,
4,0.970,Klebsiella,23-5,0,0,0,0,NaN,NaN,
4,0.970,Hu Cw and Dg,16-23,12,18,0,30,40.000,40.000,
4,0.970,Hu Cw and Dg,23-5,17,13,0,30,56.667,56.667,
4,0.970,Ground Squirrel,16-23,112,60,2,174,65.116,64.368,
4,0.970,Ground Squirrel,23-5,98,79,0,177,55.367,55.367,
4,0.970,Opossum,16-23,0,6,0,6,0.000,0.000,
4,0.970,Opossum,23-5,0,6,0,6,0.000,0.000,
4,0.970,Cow,16-23,1497,284,8,1789,84.054,83.678,
4,0.970,Cow,23-5,1463,312,4,1779,82.423,82.237,
4,0.970,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
4,0.970,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
4,0.970,OVERALL,16-23,3896,2410,42,6348,61.782,61.374,
4,0.970,OVERALL,23-5,4498,3058,54,7610,59.529,59.106,
4,0.980,Chicken,16-23,5,35,0,40,12.500,12.500,
4,0.980,Chicken,23-5,18,24,0,42,42.857,42.857,
4,0.980,Sea Lion,16-23,0,2,0,2,0.000,0.000,
4,0.980,Sea Lion,23-5,4,0,0,4,100.000,100.000,
4,0.980,Hu and Cw,16-23,13,16,1,30,44.828,43.333,
4,0.980,Hu and Cw,23-5,15,15,0,30,50.000,50.000,
4,0.980,Sheep,16-23,66,38,0,104,63.462,63.462,
4,0.980,Sheep,23-5,69,27,2,98,71.875,70.408,
4,0.980,Hu and Dg,16-23,17,15,0,32,53.125,53.125,
4,0.980,Hu and Dg,23-5,17,13,0,30,56.667,56.667,
4,0.980,Common Loon,16-23,0,2,0,2,0.000,0.000,
4,0.980,Common Loon,23-5,0,2,0,2,0.000,0.000,
4,0.980,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
4,0.980,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
4,0.980,Cw,16-23,16,14,0,30,53.333,53.333,
4,0.980,Cw,23-5,22,8,0,30,73.333,73.333,
4,0.980,Cliff Sparrow,16-23,10,18,0,28,35.714,35.714,
4,0.980,Cliff Sparrow,23-5,1,28,0,29,3.448,3.448,
4,0.980,Pig,16-23,19,18,0,37,51.351,51.351,
4,0.980,Pig,23-5,9,25,0,34,26.471,26.471,
4,0.980,Barn Owl,16-23,0,0,0,0,NaN,NaN,
4,0.980,Barn Owl,23-5,0,2,0,2,0.000,0.000,
4,0.980,Wild Pig,16-23,5,11,1,17,31.250,29.412,
4,0.980,Wild Pig,23-5,4,6,0,10,40.000,40.000,
4,0.980,Pennington Creek Water,16-23,0,333,12,345,0.000,0.000,
4,0.980,Pennington Creek Water,23-5,0,429,36,465,0.000,0.000,
4,0.980,Guinni,16-23,0,0,0,0,NaN,NaN,
4,0.980,Guinni,23-5,0,2,0,2,0.000,0.000,
4,0.980,Racoon,16-23,0,2,0,2,0.000,0.000,
4,0.980,Racoon,23-5,0,3,0,3,0.000,0.000,
4,0.980,Hu,16-23,20,9,0,29,68.966,68.966,
4,0.980,Hu,23-5,20,11,0,31,64.516,64.516,
4,0.980,Cw and Dg,16-23,8,22,0,30,26.667,26.667,
4,0.980,Cw and Dg,23-5,17,13,0,30,56.667,56.667,
4,0.980,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
4,0.980,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
4,0.980,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
4,0.980,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
4,0.980,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
4,0.980,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
4,0.980,Dg,16-23,9,21,0,30,30.000,30.000,
4,0.980,Dg,23-5,29,1,0,30,96.667,96.667,
4,0.980,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
4,0.980,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
4,0.980,White Crowned Sparrow,16-23,6,9,0,15,40.000,40.000,
4,0.980,White Crowned Sparrow,23-5,5,10,0,15,33.333,33.333,
4,0.980,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
4,0.980,Eared Grebe,23-5,4,0,0,4,100.000,100.000,
4,0.980,cougar,16-23,0,1,0,1,0.000,0.000,
4,0.980,cougar,23-5,0,0,1,1,NaN,0.000,
4,0.980,Ocean Water,16-23,0,0,0,0,NaN,NaN,
4,0.980,Ocean Water,23-5,0,10,0,10,0.000,0.000,
4,0.980,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
4,0.980,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
4,0.980,Dog,16-23,76,60,2,138,55.882,55.072,
4,0.980,Dog,23-5,123,66,0,189,65.079,65.079,
4,0.980,Human,16-23,1709,162,5,1876,91.342,91.098,
4,0.980,Human,23-5,2162,151,14,2327,93.472,92.909,
4,0.980,Wild Turkey,16-23,11,35,0,46,23.913,23.913,
4,0.980,Wild Turkey,23-5,8,31,0,39,20.513,20.513,
4,0.980,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
4,0.980,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
4,0.980,Seagull,16-23,0,0,0,0,NaN,NaN,
4,0.980,Seagull,23-5,25,42,0,67,37.313,37.313,
4,0.980,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
4,0.980,Surf Scoter,23-5,2,0,0,2,100.000,100.000,
4,0.980,Pigeon,16-23,92,142,6,240,39.316,38.333,
4,0.980,Pigeon,23-5,120,166,5,291,41.958,41.237,
4,0.980,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
4,0.980,Pacific Ocean Water,23-5,0,45,5,50,0.000,0.000,
4,0.980,Cat,16-23,28,25,0,53,52.830,52.830,
4,0.980,Cat,23-5,29,34,0,63,46.032,46.032,
4,0.980,Horse,16-23,16,30,0,46,34.783,34.783,
4,0.980,Horse,23-5,40,47,0,87,45.977,45.977,
4,0.980,orangutan,16-23,0,1,0,1,0.000,0.000,
4,0.980,orangutan,23-5,0,1,0,1,0.000,0.000,
4,0.980,Bat,16-23,36,1,0,37,97.297,97.297,
4,0.980,Bat,23-5,37,1,0,38,97.368,97.368,
4,0.980,Deer,16-23,15,6,0,21,71.429,71.429,
4,0.980,Deer,23-5,17,4,1,22,80.952,77.273,
4,0.980,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
4,0.980,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
4,0.980,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
4,0.980,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
4,0.980,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
4,0.980,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
4,0.980,Human UTI,16-23,83,56,0,139,59.712,59.712,
4,0.980,Human UTI,23-5,110,28,3,141,79.710,78.014,
4,0.980,unknown,16-23,0,11,0,11,0.000,0.000,
4,0.980,unknown,23-5,2,9,0,11,18.182,18.182,
4,0.980,SLO Creek Water,16-23,0,846,30,876,0.000,0.000,
4,0.980,SLO Creek Water,23-5,0,1318,14,1332,0.000,0.000,
4,0.980,Pig/Swine,16-23,13,13,0,26,50.000,50.000,
4,0.980,Pig/Swine,23-5,12,11,2,25,52.174,48.000,
4,0.980,Klebsiella,16-23,0,0,0,0,NaN,NaN,
4,0.980,Klebsiella,23-5,0,0,0,0,NaN,NaN,
4,0.980,Hu Cw and Dg,16-23,12,18,0,30,40.000,40.000,
4,0.980,Hu Cw and Dg,23-5,17,13,0,30,56.667,56.667,
4,0.980,Ground Squirrel,16-23,111,59,4,174,65.294,63.793,
4,0.980,Ground Squirrel,23-5,98,79,0,177,55.367,55.367,
4,0.980,Opossum,16-23,0,6,0,6,0.000,0.000,
4,0.980,Opossum,23-5,0,6,0,6,0.000,0.000,
4,0.980,Cow,16-23,1493,285,11,1789,83.971,83.454,
4,0.980,Cow,23-5,1459,304,16,1779,82.757,82.012,
4,0.980,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
4,0.980,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
4,0.980,OVERALL,16-23,3889,2387,72,6348,61.966,61.263,
4,0.980,OVERALL,23-5,4495,3016,99,7610,59.846,59.067,
4,0.990,Chicken,16-23,5,32,3,40,13.514,12.500,
4,0.990,Chicken,23-5,19,23,0,42,45.238,45.238,
4,0.990,Sea Lion,16-23,0,2,0,2,0.000,0.000,
4,0.990,Sea Lion,23-5,4,0,0,4,100.000,100.000,
4,0.990,Hu and Cw,16-23,13,16,1,30,44.828,43.333,
4,0.990,Hu and Cw,23-5,16,14,0,30,53.333,53.333,
4,0.990,Sheep,16-23,64,38,2,104,62.745,61.538,
4,0.990,Sheep,23-5,69,26,3,98,72.632,70.408,
4,0.990,Hu and Dg,16-23,17,15,0,32,53.125,53.125,
4,0.990,Hu and Dg,23-5,17,13,0,30,56.667,56.667,
4,0.990,Common Loon,16-23,0,2,0,2,0.000,0.000,
4,0.990,Common Loon,23-5,0,2,0,2,0.000,0.000,
4,0.990,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
4,0.990,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
4,0.990,Cw,16-23,15,14,1,30,51.724,50.000,
4,0.990,Cw,23-5,22,8,0,30,73.333,73.333,
4,0.990,Cliff Sparrow,16-23,10,18,0,28,35.714,35.714,
4,0.990,Cliff Sparrow,23-5,1,27,1,29,3.571,3.448,
4,0.990,Pig,16-23,19,18,0,37,51.351,51.351,
4,0.990,Pig,23-5,9,24,1,34,27.273,26.471,
4,0.990,Barn Owl,16-23,0,0,0,0,NaN,NaN,
4,0.990,Barn Owl,23-5,0,2,0,2,0.000,0.000,
4,0.990,Wild Pig,16-23,5,11,1,17,31.250,29.412,
4,0.990,Wild Pig,23-5,4,5,1,10,44.444,40.000,
4,0.990,Pennington Creek Water,16-23,0,312,33,345,0.000,0.000,
4,0.990,Pennington Creek Water,23-5,0,391,74,465,0.000,0.000,
4,0.990,Guinni,16-23,0,0,0,0,NaN,NaN,
4,0.990,Guinni,23-5,0,2,0,2,0.000,0.000,
4,0.990,Racoon,16-23,0,2,0,2,0.000,0.000,
4,0.990,Racoon,23-5,0,3,0,3,0.000,0.000,
4,0.990,Hu,16-23,20,9,0,29,68.966,68.966,
4,0.990,Hu,23-5,20,11,0,31,64.516,64.516,
4,0.990,Cw and Dg,16-23,8,22,0,30,26.667,26.667,
4,0.990,Cw and Dg,23-5,17,13,0,30,56.667,56.667,
4,0.990,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
4,0.990,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
4,0.990,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
4,0.990,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
4,0.990,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
4,0.990,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
4,0.990,Dg,16-23,9,21,0,30,30.000,30.000,
4,0.990,Dg,23-5,29,1,0,30,96.667,96.667,
4,0.990,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
4,0.990,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
4,0.990,White Crowned Sparrow,16-23,6,9,0,15,40.000,40.000,
4,0.990,White Crowned Sparrow,23-5,5,10,0,15,33.333,33.333,
4,0.990,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
4,0.990,Eared Grebe,23-5,4,0,0,4,100.000,100.000,
4,0.990,cougar,16-23,0,1,0,1,0.000,0.000,
4,0.990,cougar,23-5,0,0,1,1,NaN,0.000,
4,0.990,Ocean Water,16-23,0,0,0,0,NaN,NaN,
4,0.990,Ocean Water,23-5,0,10,0,10,0.000,0.000,
4,0.990,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
4,0.990,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
4,0.990,Dog,16-23,76,58,4,138,56.716,55.072,
4,0.990,Dog,23-5,123,63,3,189,66.129,65.079,
4,0.990,Human,16-23,1692,150,34,1876,91.857,90.192,
4,0.990,Human,23-5,2144,150,33,2327,93.461,92.136,
4,0.990,Wild Turkey,16-23,13,33,0,46,28.261,28.261,
4,0.990,Wild Turkey,23-5,8,27,4,39,22.857,20.513,
4,0.990,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
4,0.990,Clark Grebe,23-5,2,0,0,2,100.000,100.000,
4,0.990,Seagull,16-23,0,0,0,0,NaN,NaN,
4,0.990,Seagull,23-5,26,39,2,67,40.000,38.806,
4,0.990,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
4,0.990,Surf Scoter,23-5,2,0,0,2,100.000,100.000,
4,0.990,Pigeon,16-23,93,132,15,240,41.333,38.750,
4,0.990,Pigeon,23-5,121,158,12,291,43.369,41.581,
4,0.990,Pacific Ocean Water,16-23,0,41,5,46,0.000,0.000,
4,0.990,Pacific Ocean Water,23-5,0,38,12,50,0.000,0.000,
4,0.990,Cat,16-23,28,24,1,53,53.846,52.830,
4,0.990,Cat,23-5,29,33,1,63,46.774,46.032,
4,0.990,Horse,16-23,16,28,2,46,36.364,34.783,
4,0.990,Horse,23-5,39,47,1,87,45.349,44.828,
4,0.990,orangutan,16-23,0,1,0,1,0.000,0.000,
4,0.990,orangutan,23-5,0,1,0,1,0.000,0.000,
4,0.990,Bat,16-23,36,1,0,37,97.297,97.297,
4,0.990,Bat,23-5,37,1,0,38,97.368,97.368,
4,0.990,Deer,16-23,15,5,1,21,75.000,71.429,
4,0.990,Deer,23-5,17,3,2,22,85.000,77.273,
4,0.990,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
4,0.990,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
4,0.990,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
4,0.990,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
4,0.990,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
4,0.990,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
4,0.990,Human UTI,16-23,87,52,0,139,62.590,62.590,
4,0.990,Human UTI,23-5,111,25,5,141,81.618,78.723,
4,0.990,unknown,16-23,0,11,0,11,0.000,0.000,
4,0.990,unknown,23-5,2,9,0,11,18.182,18.182,
4,0.990,SLO Creek Water,16-23,0,817,59,876,0.000,0.000,
4,0.990,SLO Creek Water,23-5,0,1235,97,1332,0.000,0.000,
4,0.990,Pig/Swine,16-23,12,13,1,26,48.000,46.154,
4,0.990,Pig/Swine,23-5,12,11,2,25,52.174,48.000,
4,0.990,Klebsiella,16-23,0,0,0,0,NaN,NaN,
4,0.990,Klebsiella,23-5,0,0,0,0,NaN,NaN,
4,0.990,Hu Cw and Dg,16-23,12,18,0,30,40.000,40.000,
4,0.990,Hu Cw and Dg,23-5,17,13,0,30,56.667,56.667,
4,0.990,Ground Squirrel,16-23,110,53,11,174,67.485,63.218,
4,0.990,Ground Squirrel,23-5,99,73,5,177,57.558,55.932,
4,0.990,Opossum,16-23,1,5,0,6,16.667,16.667,
4,0.990,Opossum,23-5,2,4,0,6,33.333,33.333,
4,0.990,Cow,16-23,1461,268,60,1789,84.500,81.666,
4,0.990,Cow,23-5,1430,304,45,1779,82.468,80.382,
4,0.990,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
4,0.990,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
4,0.990,OVERALL,16-23,3843,2271,234,6348,62.856,60.539,
4,0.990,OVERALL,23-5,4457,2848,305,7610,61.013,58.568,
4,1.000,Chicken,16-23,0,0,40,40,NaN,0.000,
4,1.000,Chicken,23-5,0,0,42,42,NaN,0.000,
4,1.000,Sea Lion,16-23,0,0,2,2,NaN,0.000,
4,1.000,Sea Lion,23-5,0,0,4,4,NaN,0.000,
4,1.000,Hu and Cw,16-23,0,0,30,30,NaN,0.000,
4,1.000,Hu and Cw,23-5,0,0,30,30,NaN,0.000,
4,1.000,Sheep,16-23,0,0,104,104,NaN,0.000,
4,1.000,Sheep,23-5,0,0,98,98,NaN,0.000,
4,1.000,Hu and Dg,16-23,0,0,32,32,NaN,0.000,
4,1.000,Hu and Dg,23-5,0,0,30,30,NaN,0.000,
4,1.000,Common Loon,16-23,0,0,2,2,NaN,0.000,
4,1.000,Common Loon,23-5,0,0,2,2,NaN,0.000,
4,1.000,Red-Winged Blackbird,16-23,0,0,2,2,NaN,0.000,
4,1.000,Red-Winged Blackbird,23-5,0,0,2,2,NaN,0.000,
4,1.000,Cw,16-23,0,0,30,30,NaN,0.000,
4,1.000,Cw,23-5,0,0,30,30,NaN,0.000,
4,1.000,Cliff Sparrow,16-23,0,0,28,28,NaN,0.000,
4,1.000,Cliff Sparrow,23-5,0,0,29,29,NaN,0.000,
4,1.000,Pig,16-23,0,0,37,37,NaN,0.000,
4,1.000,Pig,23-5,0,0,34,34,NaN,0.000,
4,1.000,Barn Owl,16-23,0,0,0,0,NaN,NaN,
4,1.000,Barn Owl,23-5,0,0,2,2,NaN,0.000,
4,1.000,Wild Pig,16-23,0,0,17,17,NaN,0.000,
4,1.000,Wild Pig,23-5,0,0,10,10,NaN,0.000,
4,1.000,Pennington Creek Water,16-23,0,0,345,345,NaN,0.000,
4,1.000,Pennington Creek Water,23-5,0,0,465,465,NaN,0.000,
4,1.000,Guinni,16-23,0,0,0,0,NaN,NaN,
4,1.000,Guinni,23-5,0,0,2,2,NaN,0.000,
4,1.000,Racoon,16-23,0,0,2,2,NaN,0.000,
4,1.000,Racoon,23-5,0,0,3,3,NaN,0.000,
4,1.000,Hu,16-23,0,0,29,29,NaN,0.000,
4,1.000,Hu,23-5,0,0,31,31,NaN,0.000,
4,1.000,Cw and Dg,16-23,0,0,30,30,NaN,0.000,
4,1.000,Cw and Dg,23-5,0,0,30,30,NaN,0.000,
4,1.000,Red Wind Blackbird,16-23,0,0,2,2,NaN,0.000,
4,1.000,Red Wind Blackbird,23-5,0,0,2,2,NaN,0.000,
4,1.000,Tree Swallow,16-23,0,0,2,2,NaN,0.000,
4,1.000,Tree Swallow,23-5,0,0,2,2,NaN,0.000,
4,1.000,Turkey Vulture,16-23,0,0,2,2,NaN,0.000,
4,1.000,Turkey Vulture,23-5,0,0,3,3,NaN,0.000,
4,1.000,Dg,16-23,0,0,30,30,NaN,0.000,
4,1.000,Dg,23-5,0,0,30,30,NaN,0.000,
4,1.000,Western Kingbird,16-23,0,0,2,2,NaN,0.000,
4,1.000,Western Kingbird,23-5,0,0,2,2,NaN,0.000,
4,1.000,White Crowned Sparrow,16-23,0,0,15,15,NaN,0.000,
4,1.000,White Crowned Sparrow,23-5,0,0,15,15,NaN,0.000,
4,1.000,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
4,1.000,Eared Grebe,23-5,0,0,4,4,NaN,0.000,
4,1.000,cougar,16-23,0,0,1,1,NaN,0.000,
4,1.000,cougar,23-5,0,0,1,1,NaN,0.000,
4,1.000,Ocean Water,16-23,0,0,0,0,NaN,NaN,
4,1.000,Ocean Water,23-5,0,0,10,10,NaN,0.000,
4,1.000,Red Tailed Hawk,16-23,0,0,2,2,NaN,0.000,
4,1.000,Red Tailed Hawk,23-5,0,0,3,3,NaN,0.000,
4,1.000,Dog,16-23,0,0,138,138,NaN,0.000,
4,1.000,Dog,23-5,0,0,189,189,NaN,0.000,
4,1.000,Human,16-23,0,0,1876,1876,NaN,0.000,
4,1.000,Human,23-5,0,0,2327,2327,NaN,0.000,
4,1.000,Wild Turkey,16-23,0,0,46,46,NaN,0.000,
4,1.000,Wild Turkey,23-5,0,0,39,39,NaN,0.000,
4,1.000,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
4,1.000,Clark Grebe,23-5,0,0,2,2,NaN,0.000,
4,1.000,Seagull,16-23,0,0,0,0,NaN,NaN,
4,1.000,Seagull,23-5,0,0,67,67,NaN,0.000,
4,1.000,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
4,1.000,Surf Scoter,23-5,0,0,2,2,NaN,0.000,
4,1.000,Pigeon,16-23,0,0,240,240,NaN,0.000,
4,1.000,Pigeon,23-5,0,0,291,291,NaN,0.000,
4,1.000,Pacific Ocean Water,16-23,0,0,46,46,NaN,0.000,
4,1.000,Pacific Ocean Water,23-5,0,0,50,50,NaN,0.000,
4,1.000,Cat,16-23,0,0,53,53,NaN,0.000,
4,1.000,Cat,23-5,0,0,63,63,NaN,0.000,
4,1.000,Horse,16-23,0,0,46,46,NaN,0.000,
4,1.000,Horse,23-5,0,0,87,87,NaN,0.000,
4,1.000,orangutan,16-23,0,0,1,1,NaN,0.000,
4,1.000,orangutan,23-5,0,0,1,1,NaN,0.000,
4,1.000,Bat,16-23,0,0,37,37,NaN,0.000,
4,1.000,Bat,23-5,0,0,38,38,NaN,0.000,
4,1.000,Deer,16-23,0,0,21,21,NaN,0.000,
4,1.000,Deer,23-5,0,0,22,22,NaN,0.000,
4,1.000,Great Horned Owl,16-23,0,0,3,3,NaN,0.000,
4,1.000,Great Horned Owl,23-5,0,0,7,7,NaN,0.000,
4,1.000,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
4,1.000,Freshwater Lagoon,23-5,0,0,4,4,NaN,0.000,
4,1.000,Unknown Avian,16-23,0,0,2,2,NaN,0.000,
4,1.000,Unknown Avian,23-5,0,0,2,2,NaN,0.000,
4,1.000,Human UTI,16-23,0,0,139,139,NaN,0.000,
4,1.000,Human UTI,23-5,0,0,141,141,NaN,0.000,
4,1.000,unknown,16-23,0,0,11,11,NaN,0.000,
4,1.000,unknown,23-5,0,0,11,11,NaN,0.000,
4,1.000,SLO Creek Water,16-23,0,0,876,876,NaN,0.000,
4,1.000,SLO Creek Water,23-5,0,0,1332,1332,NaN,0.000,
4,1.000,Pig/Swine,16-23,0,0,26,26,NaN,0.000,
4,1.000,Pig/Swine,23-5,0,0,25,25,NaN,0.000,
